row_id,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
16551,4.9271,14.0,5.9773,1.0518,1030.0,3.3333,37.82,-121.23,1.553
16571,4.8021,45.0,5.9275,1.0435,340.0,2.4638,37.74,-121.42,1.335
16623,2.7266,28.0,6.1319,1.2567,1650.0,2.3404,35.36,-120.83,2.668
16633,3.526,17.0,5.7336,1.0956,1656.0,2.2623,35.32,-120.84,1.839
16638,3.2112,20.0,6.5173,1.3538,1309.0,2.5173,35.6,-121.1,2.045
16665,4.6071,14.0,5.6747,1.0271,1884.0,2.8373,35.28,-120.7,2.399
16698,2.1042,19.0,5.8848,1.4572,704.0,2.6171,35.1,-120.66,2.683
16728,5.2508,12.0,7.1382,1.0438,1433.0,3.3018,35.5,-120.71,2.929
16730,3.0602,29.0,6.2462,1.2955,671.0,2.5417,35.2,-119.93,0.698
16741,4.9318,6.0,5.7944,1.0921,1705.0,2.8043,37.7,-122.44,2.581
16830,4.4286,35.0,5.8307,1.0906,747.0,2.9409,37.62,-122.54,2.621
16856,3.2216,39.0,4.4813,1.0891,1807.0,2.5963,37.62,-122.41,2.427
16894,6.471,52.0,6.7294,0.9868,772.0,2.5479,37.58,-122.38,5.0
16903,3.5125,20.0,3.6741,1.1894,1352.0,1.883,37.59,-122.36,3.506
16922,3.4836,27.0,3.5549,1.0235,2518.0,1.7402,37.58,-122.33,2.879
16923,3.38,28.0,4.0642,1.0745,1534.0,2.2394,37.58,-122.33,2.854
16945,4.4583,44.0,5.8135,1.1108,849.0,2.2946,37.55,-122.32,3.971
16949,6.7042,18.0,6.1972,1.0483,1784.0,2.4607,37.53,-122.33,4.13
16959,2.9405,39.0,4.3485,1.1114,1758.0,1.7812,37.54,-122.3,3.405
16963,4.75,46.0,6.0796,0.9876,952.0,2.3682,37.54,-122.31,3.882
16969,3.1842,42.0,4.6923,1.0567,465.0,1.8826,37.54,-122.31,3.528
16980,4.7917,36.0,5.9702,1.0819,1189.0,2.9504,37.57,-122.3,2.761
17023,8.4693,26.0,6.9931,1.0225,1611.0,2.7872,37.52,-122.32,4.192
17057,4.8966,45.0,6.1766,1.0419,1722.0,2.5778,37.48,-122.24,3.621
17088,3.3268,23.0,4.4406,1.1147,4124.0,2.366,37.47,-122.22,3.228
17096,4.2232,33.0,6.1897,1.0867,1015.0,2.377,37.46,-122.23,3.637
17108,15.0001,32.0,8.845,1.0351,1318.0,2.7231,37.44,-122.22,5.0
17131,3.6712,30.0,3.66,1.0846,2678.0,2.3348,37.46,-122.15,3.086
17180,6.1896,19.0,5.923,1.0025,2199.0,2.7317,37.5,-122.53,3.311
17219,7.7261,32.0,7.0683,1.0797,1304.0,2.4744,34.47,-119.7,5.0
17237,3.8456,27.0,5.6272,1.0817,2591.0,2.6466,34.43,-119.66,5.0
17251,2.5978,52.0,2.6491,0.9825,392.0,3.4386,34.42,-119.69,2.583
17264,2.6538,31.0,3.3571,1.0357,997.0,3.237,34.41,-119.71,2.318
17272,3.6823,18.0,4.0033,1.0359,694.0,2.268,34.41,-119.71,2.55
17299,2.0625,15.0,4.5388,1.0449,411.0,1.6776,34.4,-119.51,3.143
17322,2.5743,9.0,6.587,1.2961,832.0,2.161,34.59,-120.14,3.098
17326,4.2222,18.0,6.4363,1.1626,1048.0,2.8401,34.64,-120.08,3.75
17330,2.8906,11.0,7.9189,1.6892,317.0,4.2838,34.61,-120.09,0.844
17411,2.4318,5.0,4.3361,0.973,1911.0,3.9647,34.97,-120.64,0.861
17420,0.8106,16.0,3.43,1.085,614.0,3.07,34.64,-120.46,0.833
17427,2.3333,32.0,5.817,1.1406,1074.0,2.8488,34.65,-120.47,1.302
17440,4.5417,22.0,5.5611,0.9449,1739.0,2.9931,34.66,-120.44,1.424
17449,5.3765,15.0,6.503,1.1488,827.0,2.4613,34.74,-120.46,2.231
17487,3.0773,15.0,3.9103,0.9103,669.0,1.7652,34.43,-119.82,1.125
17494,9.6885,20.0,8.1684,1.0921,1061.0,2.7921,34.4,-119.79,5.0
17522,4.05,34.0,4.1915,0.9362,152.0,3.234,37.33,-121.9,2.0
17534,2.1442,52.0,3.9489,1.0369,921.0,2.6165,37.34,-121.88,1.889
17537,3.2599,47.0,4.7508,1.0413,2229.0,3.6782,37.35,-121.89,1.831
17561,2.1149,43.0,5.3641,1.1699,982.0,4.767,37.32,-121.89,1.849
17583,5.0477,16.0,4.2305,0.9719,1285.0,2.5752,37.3,-121.93,2.925
17585,4.0524,13.0,4.0749,1.0473,2946.0,1.9892,37.31,-121.92,2.139
17590,4.7287,46.0,5.1729,0.9949,1373.0,2.3271,37.31,-121.91,3.4
17696,3.3833,20.0,4.5552,1.1271,1729.0,4.7762,37.29,-121.83,1.152
17722,5.6345,18.0,5.6246,0.9564,2381.0,3.7087,37.33,-121.79,2.31
17743,6.6455,16.0,7.1696,0.9913,769.0,3.3435,37.31,-121.77,3.026
17801,5.3774,22.0,7.0192,1.0135,1637.0,3.1481,37.38,-121.79,3.256
17805,4.5187,16.0,4.6053,1.0746,722.0,3.1667,37.38,-121.87,1.635
17812,5.4225,17.0,5.4012,0.997,1235.0,3.7538,37.39,-121.86,2.581
17847,4.3807,23.0,4.9221,0.9954,2183.0,3.3328,37.41,-121.88,2.269
17935,3.3333,42.0,4.6898,1.0891,659.0,2.1749,37.35,-121.95,2.379
17954,6.1388,30.0,5.9303,1.0032,1721.0,2.7274,37.33,-121.98,3.024
18057,5.7876,33.0,6.1176,0.9963,759.0,2.7904,37.27,-122.0,4.158
18072,5.7295,35.0,5.645,0.9748,1449.0,2.6108,37.28,-122.0,3.461
18078,10.675,28.0,7.9688,0.9854,1415.0,2.9479,37.27,-122.01,5.0
18088,8.0158,13.0,6.2986,1.0116,891.0,2.5826,37.33,-122.07,4.2
18106,8.0837,25.0,7.5872,1.0338,1699.0,3.1876,37.3,-122.01,3.806
18133,6.0577,25.0,6.12,1.026,2338.0,2.6478,37.34,-122.03,4.518
18136,5.1674,20.0,5.1545,1.0192,2059.0,2.4659,37.35,-122.0,3.33
18138,5.2108,31.0,5.8462,1.0839,1604.0,2.8042,37.34,-122.0,3.515
18167,3.5154,19.0,3.3053,1.0642,1930.0,1.6739,37.35,-122.03,3.114
18226,2.8203,8.0,3.3258,0.9303,856.0,1.9236,37.41,-122.09,2.841
18232,3.4198,27.0,3.448,1.0789,2764.0,1.865,37.41,-122.11,3.519
18236,3.9091,19.0,3.5574,0.9443,1009.0,3.3082,37.4,-122.1,2.76
18252,5.0871,36.0,5.082,1.0027,794.0,2.1694,37.39,-122.1,3.545
18283,10.3591,33.0,7.6369,1.0096,832.0,2.6497,37.35,-122.08,5.0
18294,7.6229,35.0,7.2251,1.0205,881.0,2.576,37.39,-122.1,5.0
18320,6.7257,37.0,6.9127,1.0,933.0,2.8102,37.45,-122.13,5.0
18345,4.0686,18.0,3.4333,0.9383,1144.0,1.9067,37.43,-122.14,3.786
18350,7.0309,29.0,5.4368,1.1839,359.0,4.1264,37.41,-122.15,4.75
18414,4.2083,9.0,5.0264,1.1262,1856.0,2.5742,37.27,-121.84,1.984
18449,6.3178,19.0,6.4268,1.0415,1497.0,3.6512,37.23,-121.81,2.48
18465,4.7386,21.0,5.7405,0.9676,631.0,3.4108,37.16,-121.72,3.941
18471,4.175,14.0,5.6047,1.046,2823.0,2.8836,37.14,-121.64,2.298
18474,3.8788,20.0,5.1401,1.0608,2656.0,3.0494,37.13,-121.66,2.269
18505,9.5908,37.0,4.3529,1.1176,63.0,3.7059,37.14,-121.98,3.5
18556,4.4567,36.0,5.1154,1.0,1080.0,2.967,36.95,-122.04,2.638
18561,3.9667,27.0,5.793,1.0904,961.0,2.8017,36.95,-122.04,2.658
18568,3.6,48.0,4.9889,0.9778,1071.0,2.9668,36.92,-121.75,1.945
18575,2.8348,8.0,3.7813,1.0446,2580.0,3.5933,36.91,-121.77,1.62
18592,4.9792,26.0,5.6633,1.0,543.0,2.7286,37.13,-122.07,2.4
18613,4.1679,41.0,6.6175,1.3716,915.0,2.5,37.05,-122.05,2.013
18620,5.2078,30.0,6.3323,1.0427,816.0,2.4878,37.0,-122.03,4.405
18626,7.736,21.0,7.0,1.0469,913.0,2.6774,37.11,-121.95,3.977
18636,5.9039,21.0,6.4454,1.0437,2616.0,2.8559,37.03,-122.01,3.553
18677,4.9219,7.0,6.0905,1.1168,1375.0,2.2615,36.95,-121.87,3.684
18703,1.5676,43.0,4.3965,1.0586,1479.0,2.8887,40.57,-122.38,0.582
18720,2.4079,7.0,4.0359,1.0413,2557.0,1.993,40.6,-122.37,1.114
18789,3.3005,12.0,5.9202,1.0986,1970.0,3.0829,40.39,-122.37,0.985
18793,4.5357,13.0,5.8505,0.9437,1361.0,2.6427,40.52,-122.66,1.712
18822,2.065,26.0,10.5833,2.0556,498.0,2.3056,39.52,-120.51,0.961
18841,2.2024,29.0,5.2713,1.0823,848.0,2.5854,41.53,-122.56,0.609
18872,5.2957,18.0,6.4839,1.0198,3205.0,3.0293,38.09,-122.2,1.719
18874,3.436,37.0,5.5168,1.03,2920.0,3.5096,38.08,-122.22,0.948
18919,4.6776,34.0,5.7541,1.0118,926.0,2.1891,38.05,-122.16,2.083
18929,3.2891,27.0,5.2403,1.0663,1756.0,2.4254,38.05,-122.14,1.506
18936,5.3345,4.0,7.2093,1.0903,1497.0,3.2974,38.16,-122.14,1.761
18940,5.0672,14.0,7.0757,1.0184,3196.0,3.2679,38.27,-122.06,1.713
18958,2.7885,34.0,4.3841,0.9986,1795.0,2.5533,38.26,-122.04,1.059
18967,3.1389,35.0,4.8139,0.9529,1177.0,2.9206,38.25,-122.03,1.011
18988,1.0208,25.0,3.5,0.9231,71.0,1.3654,38.38,-121.94,0.786
18996,2.7051,26.0,5.6022,1.1253,933.0,2.5422,38.37,-121.92,1.938
19002,4.2324,9.0,6.1187,1.0698,2687.0,3.2889,38.34,-121.95,1.421
19031,6.4894,16.0,7.3817,0.9793,1118.0,3.3077,38.37,-122.02,1.98
19101,2.875,20.0,4.7677,1.0379,826.0,2.0859,38.25,-122.62,1.891
19114,6.2034,22.0,6.5323,1.0267,1283.0,2.8575,38.21,-122.63,2.911
19145,2.6033,22.0,4.0552,1.0877,699.0,2.2695,38.34,-122.71,1.216
19153,3.1781,23.0,4.9264,1.0557,1493.0,2.6804,38.34,-122.71,1.62
19212,2.9663,39.0,4.8137,1.007,1223.0,2.1494,38.45,-122.71,1.854
19269,3.7132,15.0,5.1908,1.097,1629.0,2.5898,38.43,-122.73,1.676
19302,4.7422,32.0,5.8653,1.049,752.0,3.0694,38.39,-122.82,2.409
19311,5.7664,16.0,6.003,1.0982,931.0,2.7708,38.38,-122.89,2.675
19323,1.9265,44.0,6.8809,1.5872,1112.0,2.366,38.5,-122.97,1.327
19352,2.9792,37.0,5.3937,1.1429,863.0,3.007,38.73,-122.95,1.513
19363,2.7171,38.0,8.2955,1.767,569.0,3.233,38.7,-123.24,1.313
19391,2.2679,25.0,3.9717,0.9623,303.0,2.8585,37.78,-120.85,0.713
19411,5.7476,19.0,8.0454,1.1728,1412.0,3.0497,37.73,-120.97,2.486
19428,3.2447,12.0,4.9369,1.0286,4656.0,2.5127,37.7,-121.01,1.422
19472,3.3368,16.0,4.9464,1.0615,1370.0,2.7183,37.68,-120.97,1.212
19484,2.5,36.0,5.5067,1.1133,432.0,2.88,37.65,-120.98,1.031
19514,2.5313,46.0,4.8161,1.0496,1210.0,2.5,37.62,-121.03,0.777
19524,0.9573,19.0,2.9512,1.0,658.0,16.0488,37.64,-121.0,1.625
19531,2.1458,40.0,5.5621,1.1149,679.0,2.1087,37.64,-120.98,1.303
19630,1.6445,18.0,3.9733,1.0281,1751.0,2.4593,37.53,-120.86,1.569
19632,2.5938,45.0,5.5556,0.9841,187.0,2.9683,37.55,-120.85,2.75
19639,3.1641,18.0,5.4772,1.0182,1110.0,3.3739,37.55,-120.8,0.963
19664,3.5547,25.0,6.1724,1.092,882.0,3.3793,37.49,-120.82,1.224
19684,1.6902,41.0,4.3142,1.1047,1202.0,2.3755,39.14,-121.62,0.615
19703,4.2656,13.0,5.7939,0.9828,3294.0,2.9783,39.12,-121.64,1.107
19714,1.5281,29.0,5.0959,1.0959,1137.0,3.1151,39.29,-121.68,0.616
19773,3.1319,27.0,5.4772,1.1269,625.0,3.1726,39.97,-122.14,0.627
19950,3.5611,12.0,6.1754,1.0846,2191.0,2.7251,36.23,-119.34,0.902
19980,2.4554,30.0,4.5945,0.9808,1159.0,3.1753,36.2,-119.08,0.612
19986,2.3152,25.0,5.4128,1.055,1424.0,3.2661,36.21,-119.32,0.631
19994,2.4922,24.0,4.7319,0.9638,889.0,3.221,36.19,-119.37,0.661
20020,1.5893,17.0,4.2443,1.0663,1912.0,3.0939,36.07,-119.04,0.52
20078,2.6094,20.0,6.8026,1.3553,647.0,2.8377,38.03,-120.39,1.391
20113,3.4861,17.0,17.3,6.5,51.0,2.55,37.94,-119.57,1.375
20116,2.4922,19.0,5.2387,1.0865,1208.0,2.2707,37.95,-120.42,0.987
20118,3.625,22.0,5.1616,0.9798,517.0,2.6111,37.92,-120.4,0.994
20133,3.2024,30.0,4.8823,1.0461,2065.0,3.5239,34.4,-118.91,1.761
20138,2.6991,50.0,4.8093,1.0973,1079.0,4.1984,34.4,-119.05,1.813
20195,3.445,8.0,4.7841,1.1355,3012.0,2.9158,34.27,-119.2,2.034
20207,4.2381,22.0,5.7778,1.0049,1650.0,2.6961,34.27,-119.23,2.293
20224,2.6333,41.0,3.7242,1.0567,1052.0,2.7113,34.29,-119.3,1.708
20259,2.3077,40.0,3.1032,0.914,1843.0,5.2808,34.2,-119.17,1.069
20275,4.7443,15.0,5.6252,1.0252,2216.0,3.283,34.19,-119.21,2.295
20276,5.035,15.0,5.6479,0.995,2754.0,2.7706,34.19,-119.21,2.429
20321,2.7556,26.0,4.7012,1.1166,3700.0,3.1952,34.23,-119.16,2.132
20344,3.0219,29.0,5.8909,1.0604,2591.0,4.3473,34.23,-119.06,2.217
20384,5.9224,24.0,6.3494,1.0069,1898.0,3.2668,34.18,-118.94,2.394
20438,7.2137,17.0,8.2407,1.0332,761.0,3.1577,34.26,-118.79,4.019
20566,4.3487,29.0,5.9307,1.0262,1554.0,2.9101,38.65,-121.84,2.007
20590,1.684,41.0,4.2266,0.9915,804.0,2.2776,39.14,-121.59,0.713
20616,2.0469,15.0,4.8267,1.176,1157.0,3.0853,39.08,-121.53,0.551
20621,2.3661,37.0,7.9236,1.5732,484.0,3.0828,39.01,-121.47,0.775
20623,2.8235,32.0,5.1013,1.0749,598.0,2.6344,39.03,-121.37,0.655
20626,2.1667,36.0,6.5731,1.076,504.0,2.9474,39.18,-121.43,0.938
20629,2.0943,28.0,5.5198,1.0209,6912.0,3.802,39.12,-121.39,1.083
