age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
55,technician,married,secondary,no,264,yes,yes,cellular,31,jul,1150,5,-1,0,unknown,yes
47,management,married,tertiary,no,2597,no,no,cellular,31,jul,52,2,-1,0,unknown,no
55,management,married,tertiary,no,2,no,yes,cellular,31,jul,126,2,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,99,no,yes,cellular,31,jul,192,3,-1,0,unknown,no
39,blue-collar,married,primary,no,532,yes,no,cellular,31,jul,786,2,-1,0,unknown,no
44,blue-collar,married,unknown,no,879,no,no,telephone,31,jul,28,1,-1,0,unknown,no
47,management,married,tertiary,no,1493,no,no,cellular,31,jul,89,5,-1,0,unknown,no
35,services,married,secondary,no,377,no,yes,cellular,31,jul,30,13,-1,0,unknown,no
50,blue-collar,married,secondary,no,9585,yes,no,telephone,31,jul,182,6,-1,0,unknown,no
42,admin.,married,secondary,no,247,yes,no,cellular,31,jul,76,5,-1,0,unknown,no
49,services,married,secondary,no,388,no,no,telephone,31,jul,1032,4,-1,0,unknown,yes
38,technician,married,secondary,no,1919,no,no,cellular,4,aug,846,1,-1,0,unknown,yes
35,technician,single,tertiary,no,211,no,no,cellular,4,aug,53,1,-1,0,unknown,no
60,technician,married,secondary,no,914,no,no,unknown,4,aug,64,1,-1,0,unknown,no
38,services,married,tertiary,no,658,no,no,cellular,4,aug,328,2,-1,0,unknown,no
54,self-employed,married,secondary,no,3529,no,no,cellular,4,aug,686,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,276,no,no,cellular,5,aug,269,1,-1,0,unknown,no
59,management,single,tertiary,no,7668,no,no,cellular,5,aug,124,1,-1,0,unknown,no
46,admin.,married,secondary,no,0,no,no,cellular,5,aug,109,1,-1,0,unknown,no
45,management,married,tertiary,no,-642,no,no,cellular,5,aug,124,4,-1,0,unknown,no
33,management,divorced,tertiary,no,2885,no,no,cellular,5,aug,1051,2,-1,0,unknown,yes
53,blue-collar,married,unknown,no,1230,no,no,cellular,5,aug,155,3,-1,0,unknown,no
33,technician,divorced,secondary,no,488,no,no,cellular,5,aug,332,2,-1,0,unknown,no
58,services,married,secondary,no,688,no,no,cellular,6,aug,152,2,-1,0,unknown,no
53,management,divorced,tertiary,no,269,no,no,cellular,6,aug,347,2,-1,0,unknown,no
48,management,married,tertiary,no,3766,no,no,cellular,6,aug,206,2,-1,0,unknown,no
36,management,married,tertiary,no,163,no,no,cellular,6,aug,311,2,-1,0,unknown,no
51,services,married,secondary,no,122,no,yes,cellular,6,aug,499,2,-1,0,unknown,no
39,housemaid,married,tertiary,no,94,no,no,cellular,6,aug,181,2,-1,0,unknown,no
33,management,single,tertiary,no,1097,no,yes,cellular,6,aug,308,4,-1,0,unknown,no
46,housemaid,married,primary,no,0,no,no,cellular,6,aug,322,5,-1,0,unknown,no
33,student,divorced,secondary,no,422,no,no,cellular,6,aug,406,3,-1,0,unknown,no
39,technician,married,secondary,no,425,yes,no,cellular,6,aug,562,3,-1,0,unknown,no
49,admin.,married,secondary,no,0,no,no,cellular,7,aug,301,2,-1,0,unknown,no
34,technician,divorced,tertiary,no,674,yes,no,cellular,7,aug,587,2,-1,0,unknown,yes
35,technician,divorced,tertiary,no,20,yes,yes,cellular,7,aug,51,2,-1,0,unknown,no
53,technician,married,secondary,no,234,no,no,cellular,7,aug,103,2,-1,0,unknown,no
36,management,single,tertiary,no,613,no,no,cellular,7,aug,86,2,-1,0,unknown,no
44,management,married,secondary,no,597,yes,no,cellular,7,aug,137,2,-1,0,unknown,no
60,housemaid,married,primary,no,2008,no,no,cellular,7,aug,105,2,-1,0,unknown,no
34,housemaid,married,secondary,no,1969,no,no,cellular,7,aug,252,4,-1,0,unknown,no
51,management,married,tertiary,no,15904,no,no,cellular,7,aug,504,4,-1,0,unknown,no
39,management,married,tertiary,no,2666,no,no,cellular,7,aug,96,2,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,770,no,no,cellular,7,aug,65,2,-1,0,unknown,no
60,services,married,tertiary,no,6557,no,no,cellular,7,aug,214,2,-1,0,unknown,no
56,blue-collar,married,primary,no,1214,no,yes,cellular,7,aug,105,1,-1,0,unknown,no
49,technician,divorced,secondary,no,790,yes,no,cellular,7,aug,324,3,-1,0,unknown,no
37,management,single,tertiary,no,171,yes,yes,cellular,7,aug,250,3,-1,0,unknown,no
33,technician,divorced,secondary,no,801,no,no,cellular,7,aug,341,5,-1,0,unknown,yes
47,management,married,secondary,no,7,no,no,cellular,8,aug,175,2,-1,0,unknown,no
31,management,single,tertiary,no,18,no,no,cellular,8,aug,82,2,-1,0,unknown,no
57,unknown,married,primary,no,900,no,no,cellular,8,aug,169,4,-1,0,unknown,no
32,technician,single,tertiary,no,1150,no,no,cellular,8,aug,31,2,-1,0,unknown,no
39,management,married,tertiary,no,947,no,no,cellular,8,aug,124,2,-1,0,unknown,no
40,technician,single,secondary,no,8259,no,no,cellular,8,aug,254,4,-1,0,unknown,no
31,management,single,tertiary,no,9506,no,no,cellular,8,aug,321,2,-1,0,unknown,no
46,admin.,married,secondary,no,2148,no,no,cellular,8,aug,176,4,-1,0,unknown,no
53,blue-collar,married,primary,no,1868,no,no,cellular,8,aug,156,4,-1,0,unknown,no
59,retired,married,secondary,no,2768,no,yes,cellular,8,aug,94,5,-1,0,unknown,no
49,technician,divorced,secondary,no,229,no,no,cellular,8,aug,219,2,-1,0,unknown,no
46,housemaid,married,primary,no,269,no,no,cellular,8,aug,188,5,-1,0,unknown,no
48,blue-collar,married,primary,no,104,no,no,cellular,8,aug,103,4,-1,0,unknown,no
30,technician,married,secondary,no,274,yes,yes,cellular,11,aug,97,2,-1,0,unknown,no
45,unknown,married,unknown,no,356,no,no,cellular,11,aug,212,2,-1,0,unknown,no
48,blue-collar,married,primary,no,3886,no,no,cellular,11,aug,297,2,-1,0,unknown,no
33,management,married,tertiary,no,644,no,no,cellular,11,aug,99,2,-1,0,unknown,no
60,retired,married,secondary,no,1210,no,no,cellular,11,aug,231,2,-1,0,unknown,no
41,technician,divorced,tertiary,no,3465,yes,no,cellular,11,aug,389,4,-1,0,unknown,no
49,technician,divorced,tertiary,no,917,no,no,cellular,11,aug,165,6,-1,0,unknown,no
53,management,married,tertiary,no,0,no,no,cellular,11,aug,608,2,-1,0,unknown,yes
31,management,divorced,tertiary,no,416,no,no,cellular,11,aug,33,2,-1,0,unknown,no
55,services,married,secondary,no,2120,no,no,cellular,11,aug,236,3,-1,0,unknown,no
39,technician,married,secondary,no,3663,no,no,cellular,11,aug,230,3,-1,0,unknown,no
32,technician,married,secondary,no,1568,no,no,cellular,12,aug,161,6,-1,0,unknown,no
56,blue-collar,married,secondary,no,2395,no,no,cellular,12,aug,150,2,-1,0,unknown,no
46,entrepreneur,married,secondary,no,-880,no,yes,cellular,12,aug,185,2,-1,0,unknown,no
30,technician,single,secondary,no,700,yes,no,cellular,12,aug,73,2,-1,0,unknown,no
31,technician,single,tertiary,no,438,yes,no,cellular,12,aug,130,2,-1,0,unknown,no
34,housemaid,married,tertiary,no,897,no,no,cellular,12,aug,197,4,-1,0,unknown,no
54,management,married,tertiary,no,1411,no,no,cellular,12,aug,56,2,-1,0,unknown,no
34,self-employed,married,tertiary,no,0,no,no,cellular,12,aug,117,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,553,no,no,cellular,12,aug,645,8,-1,0,unknown,yes
31,management,divorced,tertiary,no,297,no,no,cellular,12,aug,127,1,-1,0,unknown,no
42,technician,married,tertiary,no,250,no,yes,cellular,12,aug,213,3,-1,0,unknown,no
30,management,single,tertiary,no,9634,no,no,cellular,12,aug,781,5,-1,0,unknown,no
47,unemployed,married,secondary,no,432,no,no,cellular,13,aug,334,2,-1,0,unknown,no
56,services,married,secondary,no,0,no,no,cellular,13,aug,112,4,-1,0,unknown,no
58,retired,married,tertiary,no,1669,no,no,cellular,13,aug,109,2,-1,0,unknown,no
52,management,divorced,tertiary,no,95,no,no,cellular,13,aug,91,2,-1,0,unknown,no
55,technician,married,secondary,no,303,no,yes,cellular,13,aug,261,2,-1,0,unknown,no
40,technician,divorced,secondary,no,275,no,no,cellular,13,aug,409,4,-1,0,unknown,no
35,technician,divorced,secondary,no,3549,yes,no,cellular,13,aug,250,4,-1,0,unknown,no
47,housemaid,married,primary,no,183,no,no,cellular,13,aug,144,1,-1,0,unknown,no
36,management,married,tertiary,no,396,no,no,cellular,13,aug,67,5,-1,0,unknown,no
30,admin.,married,tertiary,no,631,no,no,cellular,13,aug,293,3,-1,0,unknown,no
50,blue-collar,divorced,primary,no,171,no,no,cellular,14,aug,75,3,-1,0,unknown,no
54,services,married,secondary,no,869,no,no,cellular,14,aug,152,2,-1,0,unknown,no
57,unknown,married,primary,no,270,no,no,cellular,14,aug,526,2,-1,0,unknown,no
52,blue-collar,married,unknown,no,51,no,no,cellular,14,aug,935,2,-1,0,unknown,no
47,blue-collar,married,primary,no,673,no,yes,cellular,14,aug,106,6,-1,0,unknown,no
51,management,divorced,tertiary,no,311,no,no,telephone,14,aug,122,2,-1,0,unknown,no
39,management,married,tertiary,no,2985,no,no,cellular,14,aug,91,2,-1,0,unknown,no
30,management,single,tertiary,no,409,yes,no,cellular,14,aug,120,4,-1,0,unknown,no
33,unemployed,single,tertiary,no,6748,no,no,cellular,14,aug,1579,2,-1,0,unknown,yes
60,housemaid,married,unknown,no,5421,no,no,cellular,18,aug,458,4,-1,0,unknown,no
46,housemaid,married,secondary,no,1000,no,no,cellular,18,aug,96,11,-1,0,unknown,no
34,management,married,tertiary,no,0,no,no,cellular,18,aug,431,6,-1,0,unknown,no
32,technician,divorced,tertiary,no,3628,no,no,cellular,18,aug,130,2,-1,0,unknown,no
36,technician,single,tertiary,no,53,no,yes,cellular,18,aug,64,7,-1,0,unknown,no
43,technician,single,tertiary,no,140,no,no,cellular,18,aug,192,7,-1,0,unknown,no
37,technician,single,secondary,no,1435,no,no,cellular,18,aug,724,16,-1,0,unknown,yes
60,technician,married,secondary,no,0,no,no,cellular,19,aug,83,2,-1,0,unknown,no
49,admin.,married,tertiary,no,-962,yes,no,cellular,19,aug,295,2,-1,0,unknown,no
33,management,single,tertiary,no,3655,no,no,cellular,19,aug,183,20,-1,0,unknown,no
37,entrepreneur,married,secondary,no,46,no,yes,cellular,19,aug,119,4,-1,0,unknown,no
58,retired,married,secondary,no,0,no,no,cellular,19,aug,153,2,-1,0,unknown,no
35,management,married,tertiary,no,299,no,no,cellular,19,aug,1059,5,-1,0,unknown,no
58,retired,married,tertiary,no,258,no,yes,cellular,19,aug,285,1,-1,0,unknown,no
46,technician,married,secondary,no,167,no,no,cellular,19,aug,155,3,-1,0,unknown,no
39,technician,single,secondary,no,-225,no,no,cellular,19,aug,220,1,-1,0,unknown,no
41,technician,single,tertiary,no,15302,no,no,cellular,19,aug,121,4,-1,0,unknown,no
53,blue-collar,married,secondary,yes,-634,no,no,cellular,19,aug,695,3,-1,0,unknown,no
38,technician,single,secondary,no,367,no,no,cellular,20,aug,128,2,-1,0,unknown,no
43,entrepreneur,married,secondary,no,469,no,yes,cellular,20,aug,89,2,-1,0,unknown,no
30,management,married,tertiary,no,1390,no,no,cellular,20,aug,552,4,-1,0,unknown,no
34,management,married,tertiary,no,0,no,no,cellular,20,aug,263,2,-1,0,unknown,no
32,technician,single,secondary,no,-22,yes,no,cellular,20,aug,215,2,-1,0,unknown,no
53,blue-collar,married,primary,no,-39,yes,no,cellular,20,aug,87,2,-1,0,unknown,no
39,housemaid,married,secondary,no,-146,yes,yes,cellular,20,aug,239,2,-1,0,unknown,no
30,technician,single,secondary,no,790,no,no,cellular,20,aug,696,3,-1,0,unknown,no
54,unknown,married,unknown,no,390,no,no,cellular,20,aug,68,5,-1,0,unknown,no
48,management,married,tertiary,no,1567,yes,no,cellular,20,aug,77,3,-1,0,unknown,no
59,retired,married,primary,no,56,no,no,cellular,21,aug,432,5,-1,0,unknown,no
33,management,married,tertiary,no,51,yes,no,cellular,21,aug,273,2,-1,0,unknown,no
42,management,single,tertiary,yes,0,no,yes,cellular,21,aug,384,5,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,21,aug,243,2,-1,0,unknown,no
34,management,single,tertiary,no,0,no,no,cellular,21,aug,183,2,-1,0,unknown,no
34,management,divorced,tertiary,no,0,no,no,cellular,21,aug,123,2,-1,0,unknown,no
54,self-employed,married,secondary,no,77,no,no,cellular,21,aug,180,4,-1,0,unknown,no
45,blue-collar,married,secondary,no,1179,no,no,cellular,21,aug,172,6,-1,0,unknown,no
37,self-employed,married,secondary,no,744,yes,yes,cellular,21,aug,161,3,-1,0,unknown,no
49,technician,divorced,secondary,no,57,no,no,cellular,21,aug,396,3,-1,0,unknown,no
31,housemaid,married,primary,no,25,no,no,cellular,21,aug,169,5,-1,0,unknown,no
47,self-employed,married,secondary,no,3279,no,no,cellular,21,aug,189,4,-1,0,unknown,no
42,management,married,tertiary,no,37,no,no,cellular,21,aug,299,1,-1,0,unknown,no
31,technician,married,tertiary,no,22,no,no,cellular,22,aug,122,5,-1,0,unknown,no
34,technician,married,secondary,no,260,yes,no,cellular,22,aug,142,2,-1,0,unknown,no
39,management,single,tertiary,no,968,yes,no,cellular,22,aug,199,6,-1,0,unknown,no
59,retired,married,primary,no,0,no,no,cellular,22,aug,460,1,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,no,cellular,22,aug,121,2,-1,0,unknown,no
33,management,single,secondary,no,15,no,no,cellular,22,aug,199,1,-1,0,unknown,no
33,technician,single,tertiary,no,0,no,no,cellular,22,aug,135,3,-1,0,unknown,no
55,blue-collar,married,secondary,no,467,no,no,cellular,25,aug,129,5,-1,0,unknown,no
42,technician,divorced,tertiary,no,343,no,no,cellular,25,aug,87,4,-1,0,unknown,no
49,management,divorced,tertiary,no,112,no,no,cellular,25,aug,62,10,-1,0,unknown,no
58,blue-collar,married,primary,no,0,no,no,telephone,25,aug,176,5,-1,0,unknown,no
44,management,married,tertiary,no,-68,no,yes,cellular,25,aug,121,4,-1,0,unknown,no
30,management,single,tertiary,no,73,no,no,cellular,25,aug,114,6,-1,0,unknown,no
33,management,married,tertiary,no,130,no,no,cellular,25,aug,121,8,-1,0,unknown,no
31,technician,single,tertiary,no,23,no,no,cellular,25,aug,121,3,-1,0,unknown,no
33,technician,single,secondary,no,121,no,no,cellular,26,aug,210,6,-1,0,unknown,no
49,services,married,secondary,no,0,no,no,cellular,26,aug,189,4,-1,0,unknown,no
48,management,married,primary,no,2537,no,no,cellular,26,aug,219,6,-1,0,unknown,no
44,management,married,tertiary,no,254,no,no,cellular,26,aug,224,6,-1,0,unknown,no
49,blue-collar,married,secondary,no,2673,no,no,cellular,27,aug,219,4,-1,0,unknown,no
35,technician,divorced,secondary,no,1085,no,no,cellular,27,aug,130,10,-1,0,unknown,no
42,technician,divorced,secondary,no,324,yes,no,cellular,27,aug,203,2,-1,0,unknown,no
36,technician,married,secondary,no,25,no,no,cellular,27,aug,127,4,-1,0,unknown,no
49,blue-collar,married,secondary,no,24,no,yes,cellular,27,aug,168,3,-1,0,unknown,no
32,technician,married,tertiary,no,1868,no,no,cellular,27,aug,186,16,-1,0,unknown,no
32,technician,married,secondary,no,616,yes,no,cellular,27,aug,118,7,-1,0,unknown,no
30,management,married,tertiary,no,0,yes,no,cellular,27,aug,453,4,-1,0,unknown,no
34,admin.,married,secondary,no,510,no,no,cellular,27,aug,33,7,-1,0,unknown,no
41,technician,single,secondary,no,294,yes,no,cellular,28,aug,150,14,-1,0,unknown,no
34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,137,8,-1,0,unknown,no
30,technician,single,tertiary,no,187,no,no,cellular,28,aug,66,4,-1,0,unknown,no
39,management,married,tertiary,no,0,no,no,cellular,28,aug,93,25,-1,0,unknown,no
58,housemaid,married,primary,no,7881,no,no,cellular,28,aug,507,8,-1,0,unknown,no
40,technician,married,secondary,yes,0,no,no,cellular,28,aug,147,2,-1,0,unknown,no
33,management,married,tertiary,no,968,no,yes,cellular,28,aug,95,10,-1,0,unknown,no
60,retired,married,secondary,no,4,no,no,cellular,28,aug,602,3,-1,0,unknown,no
60,retired,married,tertiary,no,872,no,no,telephone,28,aug,37,5,-1,0,unknown,no
35,technician,single,secondary,no,634,yes,no,cellular,29,aug,122,2,-1,0,unknown,no
48,management,married,tertiary,no,494,no,no,cellular,29,aug,81,8,-1,0,unknown,no
37,technician,married,secondary,no,449,yes,no,cellular,29,aug,59,4,-1,0,unknown,no
45,technician,married,secondary,no,183,no,no,cellular,29,aug,27,4,-1,0,unknown,no
43,technician,single,tertiary,yes,0,no,no,cellular,29,aug,73,4,-1,0,unknown,no
36,technician,single,secondary,no,3254,yes,no,unknown,27,oct,207,1,-1,0,unknown,yes
43,self-employed,married,primary,no,0,yes,no,telephone,30,oct,81,1,-1,0,unknown,no
35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,unknown,yes
48,admin.,divorced,secondary,no,295,yes,no,cellular,17,nov,123,1,164,2,success,no
49,technician,divorced,secondary,no,7,yes,yes,cellular,17,nov,50,1,-1,0,unknown,no
43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,unknown,no
40,management,married,tertiary,no,5010,no,no,cellular,17,nov,49,1,-1,0,unknown,no
36,self-employed,married,tertiary,no,7343,no,no,cellular,17,nov,78,1,-1,0,unknown,no
33,management,married,tertiary,no,685,no,no,unknown,17,nov,53,1,-1,0,unknown,no
31,management,married,tertiary,no,898,no,no,cellular,17,nov,578,1,-1,0,unknown,no
46,management,married,tertiary,no,716,yes,yes,cellular,17,nov,106,1,-1,0,unknown,no
32,blue-collar,single,primary,no,1918,yes,no,cellular,17,nov,321,1,-1,0,unknown,no
33,admin.,married,tertiary,no,585,yes,no,cellular,17,nov,131,1,-1,0,unknown,no
48,management,married,tertiary,no,5326,no,no,cellular,17,nov,116,2,-1,0,unknown,no
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no
38,blue-collar,married,primary,no,0,yes,no,cellular,17,nov,78,2,193,2,failure,no
47,management,married,secondary,no,794,yes,yes,cellular,17,nov,564,2,-1,0,unknown,no
38,technician,single,secondary,no,1255,yes,no,cellular,17,nov,151,2,171,2,failure,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,273,2,131,1,failure,no
48,technician,married,unknown,no,2106,yes,no,cellular,17,nov,499,2,195,1,failure,no
53,technician,divorced,secondary,no,453,no,no,cellular,17,nov,148,2,-1,0,unknown,no
46,self-employed,married,tertiary,no,0,yes,yes,cellular,17,nov,258,1,-1,0,unknown,no
42,technician,married,secondary,no,525,no,no,cellular,17,nov,172,3,-1,0,unknown,no
44,management,married,tertiary,no,756,yes,no,cellular,18,nov,65,1,130,2,failure,no
34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown,no
30,services,married,secondary,no,33,no,no,cellular,18,nov,36,1,-1,0,unknown,no
31,management,married,tertiary,no,2,yes,no,cellular,18,nov,224,1,-1,0,unknown,no
57,admin.,married,secondary,no,1509,yes,no,cellular,18,nov,509,1,-1,0,unknown,no
35,unemployed,single,secondary,no,3854,yes,no,cellular,18,nov,132,2,-1,0,unknown,no
39,technician,married,tertiary,no,4313,yes,no,unknown,18,nov,272,2,-1,0,unknown,no
33,services,single,tertiary,no,0,yes,no,cellular,18,nov,199,1,-1,0,unknown,no
55,technician,single,secondary,no,2043,yes,no,cellular,18,nov,655,1,-1,0,unknown,no
43,entrepreneur,single,primary,no,103,yes,no,cellular,18,nov,53,1,183,5,failure,no
31,blue-collar,married,secondary,no,5345,yes,no,cellular,18,nov,260,1,-1,0,unknown,no
50,management,married,tertiary,no,-151,yes,no,cellular,18,nov,63,2,-1,0,unknown,no
50,admin.,single,secondary,no,642,no,no,cellular,18,nov,435,1,-1,0,unknown,no
54,management,married,tertiary,no,214,yes,no,cellular,18,nov,68,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,2008,yes,no,cellular,18,nov,354,1,-1,0,unknown,no
48,management,married,tertiary,no,1600,no,no,cellular,18,nov,448,1,-1,0,unknown,no
34,management,married,tertiary,no,10031,yes,no,cellular,18,nov,65,2,-1,0,unknown,no
34,services,divorced,secondary,no,107,no,yes,cellular,18,nov,110,2,-1,0,unknown,no
47,admin.,single,secondary,no,2540,no,no,cellular,18,nov,110,5,-1,0,unknown,no
40,management,married,tertiary,no,5,yes,no,cellular,18,nov,219,3,-1,0,unknown,no
36,management,married,tertiary,no,-92,no,yes,cellular,18,nov,196,3,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,no,cellular,18,nov,420,2,-1,0,unknown,no
49,management,married,tertiary,no,1430,no,no,cellular,18,nov,231,2,-1,0,unknown,no
39,unemployed,married,tertiary,no,1108,yes,no,cellular,18,nov,191,2,-1,0,unknown,no
32,services,married,secondary,no,4885,yes,yes,cellular,18,nov,400,2,-1,0,unknown,no
40,technician,married,secondary,no,7313,yes,no,cellular,18,nov,241,2,182,1,failure,no
40,self-employed,married,tertiary,no,642,no,no,cellular,18,nov,147,3,-1,0,unknown,no
50,unemployed,married,secondary,no,525,yes,no,telephone,18,nov,177,2,-1,0,unknown,no
40,technician,divorced,secondary,no,5674,yes,no,cellular,18,nov,84,1,-1,0,unknown,no
32,technician,single,tertiary,no,-311,no,no,cellular,18,nov,218,2,-1,0,unknown,no
47,management,divorced,tertiary,no,0,yes,yes,cellular,18,nov,203,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,681,yes,no,cellular,18,nov,203,1,-1,0,unknown,no
34,entrepreneur,married,secondary,no,1368,yes,no,cellular,18,nov,252,2,-1,0,unknown,no
52,management,married,tertiary,no,488,yes,no,cellular,19,nov,60,3,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,2185,yes,no,cellular,19,nov,167,4,-1,0,unknown,no
40,management,married,tertiary,no,12409,yes,no,cellular,19,nov,140,1,99,2,failure,no
39,blue-collar,single,primary,no,6,yes,no,cellular,19,nov,286,2,-1,0,unknown,no
56,management,married,tertiary,no,705,no,no,cellular,19,nov,164,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,69,no,no,cellular,19,nov,640,1,-1,0,unknown,no
33,self-employed,married,tertiary,no,-103,yes,no,cellular,19,nov,149,2,175,1,failure,no
43,technician,divorced,secondary,no,6835,no,no,cellular,19,nov,187,1,152,2,failure,no
59,retired,married,secondary,no,2291,no,yes,cellular,19,nov,190,1,128,3,failure,no
34,management,divorced,tertiary,no,0,yes,no,cellular,19,nov,1283,1,-1,0,unknown,no
37,services,married,secondary,no,523,yes,no,telephone,19,nov,21,1,-1,0,unknown,no
49,admin.,married,secondary,no,1697,yes,no,cellular,19,nov,236,1,-1,0,unknown,no
59,retired,married,primary,no,741,no,no,cellular,19,nov,194,2,152,2,failure,no
52,services,divorced,secondary,no,3204,no,no,cellular,19,nov,77,1,-1,0,unknown,no
49,unemployed,married,primary,no,126,yes,no,cellular,19,nov,184,2,-1,0,unknown,no
42,entrepreneur,divorced,secondary,no,3780,yes,no,cellular,19,nov,104,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,913,yes,yes,cellular,19,nov,433,2,-1,0,unknown,no
32,services,single,secondary,no,80,yes,no,telephone,19,nov,475,2,-1,0,unknown,no
32,unemployed,married,secondary,no,0,no,no,cellular,19,nov,303,3,-1,0,unknown,no
35,management,married,tertiary,no,787,no,no,cellular,20,nov,49,1,-1,0,unknown,no
34,technician,married,secondary,no,210,yes,yes,cellular,20,nov,199,1,-1,0,unknown,no
39,admin.,married,secondary,no,3655,no,no,cellular,20,nov,422,1,-1,0,unknown,no
33,admin.,married,secondary,no,7,yes,no,cellular,20,nov,203,1,-1,0,unknown,no
59,retired,married,secondary,no,11,no,no,cellular,20,nov,318,2,-1,0,unknown,no
33,self-employed,married,tertiary,no,3064,no,no,cellular,20,nov,309,1,-1,0,unknown,no
32,services,single,secondary,no,5806,yes,no,cellular,20,nov,1503,2,-1,0,unknown,yes
45,admin.,divorced,secondary,no,8032,no,no,cellular,20,nov,73,1,-1,0,unknown,no
55,technician,married,secondary,no,9774,yes,no,cellular,20,nov,227,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,399,no,yes,cellular,20,nov,282,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,0,no,no,cellular,20,nov,266,3,-1,0,unknown,no
32,management,single,secondary,no,3829,no,yes,cellular,20,nov,267,1,-1,0,unknown,no
43,self-employed,married,tertiary,no,6424,no,no,cellular,20,nov,55,1,-1,0,unknown,no
47,management,married,tertiary,no,437,yes,no,cellular,20,nov,133,4,-1,0,unknown,no
33,management,single,tertiary,no,2360,yes,no,cellular,20,nov,268,1,-1,0,unknown,no
31,blue-collar,married,tertiary,no,-35,no,no,cellular,20,nov,952,2,-1,0,unknown,yes
31,admin.,married,secondary,no,2304,yes,no,cellular,20,nov,257,2,-1,0,unknown,no
42,management,married,tertiary,no,4014,yes,no,cellular,21,nov,149,4,186,1,other,no
41,management,married,tertiary,no,1735,yes,no,cellular,21,nov,358,3,-1,0,unknown,no
45,services,married,secondary,no,507,no,yes,cellular,21,nov,304,2,-1,0,unknown,no
37,technician,single,tertiary,no,6889,yes,no,cellular,21,nov,1221,1,-1,0,unknown,no
39,blue-collar,single,secondary,no,4619,no,no,cellular,21,nov,104,1,-1,0,unknown,no
30,unemployed,divorced,tertiary,no,1718,yes,no,cellular,21,nov,73,4,126,2,failure,no
35,self-employed,married,primary,no,2086,yes,no,cellular,21,nov,254,7,-1,0,unknown,no
35,unemployed,married,secondary,yes,1054,yes,yes,cellular,21,nov,106,1,-1,0,unknown,no
58,blue-collar,married,primary,no,3108,no,yes,cellular,21,nov,53,1,-1,0,unknown,no
42,technician,married,secondary,no,3228,no,no,cellular,21,nov,133,1,-1,0,unknown,no
31,management,single,tertiary,no,528,no,yes,cellular,21,nov,5,7,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,21,nov,160,3,120,3,failure,no
39,technician,married,secondary,no,0,yes,yes,cellular,21,nov,83,1,-1,0,unknown,no
31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316,3,99,9,other,yes
54,unemployed,single,primary,no,199,yes,no,cellular,21,nov,532,1,-1,0,unknown,no
57,technician,married,secondary,no,29207,yes,no,telephone,21,nov,232,2,-1,0,unknown,no
32,technician,single,tertiary,no,2204,yes,no,cellular,21,nov,11,4,-1,0,unknown,no
37,management,married,tertiary,no,11391,yes,no,cellular,21,nov,103,1,-1,0,unknown,no
35,technician,single,secondary,no,391,no,no,cellular,21,nov,152,1,-1,0,unknown,no
59,management,married,tertiary,no,833,yes,yes,cellular,21,nov,311,1,-1,0,unknown,no
30,admin.,married,secondary,no,4457,yes,no,cellular,21,nov,566,4,-1,0,unknown,yes
40,management,married,tertiary,no,1584,yes,no,telephone,21,nov,661,1,-1,0,unknown,no
34,unknown,married,secondary,no,1434,no,no,cellular,21,nov,50,2,-1,0,unknown,no
40,services,married,secondary,no,0,yes,no,cellular,21,nov,43,1,185,2,failure,no
55,blue-collar,married,primary,no,1937,yes,no,telephone,21,nov,64,3,-1,0,unknown,no
34,services,married,secondary,no,1637,yes,no,cellular,21,nov,107,4,-1,0,unknown,no
52,blue-collar,married,secondary,no,580,no,no,cellular,21,nov,965,2,-1,0,unknown,yes
32,services,single,secondary,no,344,no,yes,cellular,21,nov,21,7,141,9,other,no
44,unemployed,married,secondary,no,0,no,no,cellular,21,nov,175,4,-1,0,unknown,no
26,admin.,single,secondary,no,609,no,no,telephone,28,jan,112,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,67,no,no,cellular,28,jan,74,1,239,2,failure,no
